ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_006100,2025-11-20T05:04:42,CUST_04340,individual,email,billing,how_to,high,on_hold,standard,Can you explain how to configure billing properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,1,ios,NA
TCKT_006101,2022-11-28T08:47:18,CUST_07595,education,phone_transcript,mobile_app,performance,medium,on_hold,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,0,api_client,LATAM
TCKT_006102,2025-06-28T03:35:49,CUST_06563,enterprise,phone_transcript,login_auth,account_access,high,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,11.32,0,negative,2,0,android,MEA
TCKT_006103,2024-01-27T21:21:26,CUST_05133,education,email,mobile_app,how_to,low,resolved,gold,I need help setting up mobile app for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,68.16,0,neutral,4,1,android,LATAM
TCKT_006104,2023-12-23T22:24:09,CUST_02558,non_profit,web_form,mobile_app,performance,high,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,11.75,0,negative,0,0,api_client,EU
TCKT_006105,2024-02-23T19:21:48,CUST_06055,enterprise,email,analytics_dashboard,billing_problem,low,resolved,platinum,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,71.38,0,neutral,3,0,api_client,LATAM
TCKT_006106,2024-02-12T12:36:27,CUST_01875,individual,chat,mobile_app,performance,urgent,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. This has been escalated to our on-call team for immediate attention.,,,0,positive,4,0,desktop_app,MEA
TCKT_006107,2025-12-25T16:01:58,CUST_06882,education,chat,data_export,billing_problem,urgent,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. This has been escalated to our on-call team for immediate attention.,Adjusted the invoice and issued a refund where applicable.,1.84,0,neutral,3,0,api_client,APAC
TCKT_006108,2024-02-16T01:40:44,CUST_04592,non_profit,web_form,data_export,account_access,medium,open,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,desktop_app,MEA
TCKT_006109,2023-11-09T07:33:31,CUST_06404,small_business,phone_transcript,data_export,security_concern,medium,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",18.91,0,neutral,4,1,web,MEA
TCKT_006110,2023-06-21T00:25:19,CUST_00584,non_profit,in_app,billing,security_concern,medium,resolved,platinum,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",9.51,0,very_positive,0,1,ios,LATAM
TCKT_006111,2024-11-29T03:00:49,CUST_05658,non_profit,phone_transcript,data_export,other,medium,in_progress,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,1,android,MEA
TCKT_006112,2024-11-11T00:42:34,CUST_07699,small_business,web_form,notifications,account_access,high,resolved,platinum,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,14.25,0,neutral,4,1,desktop_app,MEA
TCKT_006113,2023-05-22T08:42:41,CUST_03941,enterprise,email,analytics_dashboard,other,medium,closed_no_action,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,173.56,0,negative,3,0,desktop_app,LATAM
TCKT_006114,2025-07-03T13:18:03,CUST_08611,non_profit,in_app,billing,how_to,low,resolved,gold,How can I export my data from the billing section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,66.84,0,very_positive,5,1,android,LATAM
TCKT_006115,2022-11-28T18:14:36,CUST_02379,individual,in_app,notifications,bug,medium,open,gold,The notifications feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,0,0,api_client,APAC
TCKT_006116,2025-01-14T07:13:45,CUST_01825,small_business,email,login_auth,other,medium,resolved,gold,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,44.8,0,positive,4,0,web,EU
TCKT_006117,2024-05-27T01:11:41,CUST_02769,individual,phone_transcript,data_export,how_to,medium,in_progress,standard,Can you explain how to configure data export properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,web,APAC
TCKT_006118,2023-12-24T13:18:54,CUST_08983,enterprise,web_form,login_auth,account_access,medium,open,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,0,ios,LATAM
TCKT_006119,2024-07-18T04:24:36,CUST_08648,small_business,chat,billing,how_to,high,in_progress,gold,I need help setting up billing for my team.,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,positive,4,0,ios,LATAM
TCKT_006120,2022-06-18T16:31:28,CUST_08844,education,chat,data_export,billing_problem,medium,in_progress,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,0,0,android,APAC
TCKT_006121,2025-03-25T15:19:10,CUST_05299,individual,in_app,login_auth,account_access,medium,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,45.52,0,very_negative,0,0,android,LATAM
TCKT_006122,2023-11-30T05:18:02,CUST_00472,small_business,phone_transcript,login_auth,how_to,high,closed_no_action,standard,I need help setting up login auth for my team.,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,177.65,0,positive,5,0,web,EU
TCKT_006123,2025-02-07T00:53:41,CUST_07275,individual,web_form,mobile_app,performance,medium,closed_no_action,platinum,Queries in the mobile app module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,118.58,0,negative,3,0,api_client,APAC
TCKT_006124,2022-01-07T09:07:00,CUST_06042,individual,phone_transcript,login_auth,bug,medium,closed_no_action,standard,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,237.57,0,negative,2,0,ios,MEA
TCKT_006125,2025-05-10T16:35:24,CUST_00447,enterprise,chat,notifications,performance,medium,resolved,standard,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,32.94,0,positive,4,0,desktop_app,APAC
TCKT_006126,2022-07-10T20:32:52,CUST_09488,enterprise,email,notifications,billing_problem,low,closed_no_action,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,166.16,0,neutral,3,0,android,EU
TCKT_006127,2023-03-12T20:11:51,CUST_03244,non_profit,email,notifications,other,low,open,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,1,very_negative,2,1,android,APAC
